customer_id,first_name,last_name,email,phone,address1,address2,city,state_province,postal_code,country,signup_ts,marketing_opt_in,loyalty_tier,source_channel
60,Madison,Kato,madison.kato@outlook.com,(727) 572-5268,2220 Vine Blvd,,Tulsa,OK,74583,USA,2021-01-31 03:50:43,FALSE,Silver,Online
61,Jacob,Lewis,jacob.lewis@gmail.com,(356) 608-7836,1241 Cherry Rd,Apt 225,St. John's,NL,A9J 7W9,Canada,2020-10-10 16:38:29,FALSE,Silver,Ad Campaign
62,Omar,Khan,omar.khan@icloud.com,(302) 351-6392,5074 Willow Pl,,Buffalo,NY,09711,USA,2023-11-01 12:53:46,TRUE,Gold,In-Store
63,Aria,Martinez,martinez.aria2593@gmail.com,(496) 246-4216,1434 Walnut Way,,Pittsburgh,PA,17599,USA,2021-04-10 18:52:31,FALSE,Green,Online
64,Minato,van den Berg,van den berg.minato8617@hotmail.com,(355) 683-2606,9776 Ivy Pl,,Baton Rouge,LA,70041,USA,2023-10-01 19:00:35,FALSE,Silver,In-Store
65,Jack,Martinez,jackmartinez1692@outlook.com,(940) 500-7591,2076 Juniper Ln,Apt 278,Charlottetown,PE,C9Y 8S4,Canada,2023-10-03 17:28:17,TRUE,Green,Online
66,Levi,Sato,lsato4720@aol.com,(783) 903-1239,1442 Ash Ln,Apt 171,Montgomery,AL,36505,USA,2023-01-28 04:13:19,FALSE,Gold,Online
67,Valentina,Abe,abe.valentina@outlook.com,(961) 923-6778,9545 Magnolia Way,,Lexington,KY,40360,USA,2023-09-27 13:11:23,FALSE,Silver,In-Store
68,Nina,Kowalski,ninakowalski@outlook.com,(919) 463-2437,4857 Elm Ave,,Columbus,OH,43121,USA,2023-03-08 03:07:39,TRUE,Green,Online
69,Alexander,Santos,alexandersantos@icloud.com,(836) 680-5405,3783 Spruce St,,Surrey,BC,V1N 4C5,Canada,2024-09-08 07:19:47,TRUE,Silver,Online
70,Mateo,Ishikawa,mateo_ishikawa2203@gmail.com,(577) 868-9376,5755 Myrtle Blvd,Apt 106,Jacksonville,FL,32412,USA,2022-01-16 23:24:50,FALSE,Green,In-Store
71,Esme,Kimura,esmekimura@icloud.com,(338) 643-4235,3488 Birch Rd,Apt 53,Tulsa,OK,73374,USA,2023-05-16 23:28:57,TRUE,Silver,Online
72,Talia,Mori,taliamori3731@proton.me,(896) 845-7816,8431 Poplar Ter,,Provo,UT,84637,USA,2024-06-23 22:09:50,FALSE,Green,Referral
73,Emir,Sanchez,esanchez6073@hotmail.com,(644) 541-5500,9959 Ash Ct,,Columbus,OH,43309,USA,2025-01-06 19:00:26,TRUE,Green,Online
74,Aria,Nakamura,nakamura.aria9284@icloud.com,(308) 626-4379,9563 Sycamore Dr,Apt 121,Minneapolis,MN,56198,USA,2020-05-04 23:42:07,FALSE,Silver,In-Store
75,Amari,Miller,amiller@gmail.com,(866) 980-1590,3740 Birch Ave,,Oklahoma City,OK,73605,USA,2023-01-05 03:43:57,FALSE,Gold,Online
76,Remy,Petrov,remypetrov5119@proton.me,(517) 238-8170,8945 Holly Way,,Boston,MA,24004,USA,2021-03-10 23:54:02,TRUE,Gold,Online
77,Mira,Anderson,miraanderson@icloud.com,(367) 524-7355,1498 Spruce St,,Miami,FL,32894,USA,2024-06-20 02:39:17,FALSE,Green,Online
78,Kento,Clark,kento.clark3357@aol.com,(663) 779-9707,989 Sycamore Ave,,Albuquerque,NM,87515,USA,2023-06-17 09:48:40,TRUE,Green,Online
79,Oliver,Smith,smith.oliver@aol.com,(751) 305-4107,2302 Hawthorne Ct,,Bangor,ME,40792,USA,2020-05-26 15:51:11,FALSE,Gold,Instagram
80,Anjali,Pereira,anjali.pereira@aol.com,(887) 639-7016,7320 Magnolia Ct,,Buffalo,NY,134141,USA,2020-02-25 13:11:25,FALSE,Gold,Online
81,Jack,Jackson,jjackson7194@icloud.com,(954) 793-7061,9736 Spruce Ave,,Edmonton,AB,T9L 3E9,Canada,2022-05-30 11:00:50,TRUE,Silver,Online
82,Mia,Svensson,svensson.mia@gmail.com,(729) 221-1144,1375 Palm Dr,,Milwaukee,WI,54425,USA,2021-07-16 06:59:50,TRUE,Green,In-Store
83,Yuri,Correia,correia.yuri@hotmail.com,(530) 557-3186,4043 Rose Ave,,Portland,ME,42659,USA,2020-09-15 20:06:27,TRUE,Silver,Online
84,Yusuf,Sato,yusufsato@outlook.com,(559) 934-8857,7058 Oak Blvd,,Surrey,BC,V6P 6A9,Canada,2024-12-09 00:46:05,FALSE,Green,Online
85,Hassan,Lindberg,hlindberg470@yahoo.com,(332) 597-4636,6528 Poplar St,,Portland,OR,97091,USA,2020-04-21 05:03:16,TRUE,Gold,In-Store
86,Ara,Nowak,ara_nowak@outlook.com,(761) 477-8743,2416 Cherry Ave,,Charlotte,NC,27097,USA,2025-06-24 04:45:12,FALSE,Gold,In-Store
87,Remy,Ramirez,remyramirez9863@aol.com,(892) 832-2810,5295 Myrtle Rd,,New Orleans,LA,70325,USA,2023-04-04 12:08:41,TRUE,Green,Referral
88,Michael,Mori,michaelmori6378@aol.com,(938) 579-7153,7923 Lilac Way,,Toronto,ON,P8J 6V0,Canada,2024-10-23 18:30:58,FALSE,Silver,In-Store
89,Amari,Novak,novak.amari@outlook.com,(304) 540-7346,9678 Alder Pl,,Atlanta,GA,39873,USA,2020-01-12 07:04:34,TRUE,Green,In-Store
90,Evelyn,de la Cruz,ede la cruz8457@aol.com,(811) 587-9604,3234 Birch Rd,,Portland,OR,97500,USA,2023-08-28 05:13:18,TRUE,Emerald,In-Store
91,Amelia,Sharma,sharma.amelia8514@hotmail.com,(767) 551-6914,8821 Pine Rd,,Charlottetown,PE,C5N 7N1,Canada,2021-12-26 09:24:20,TRUE,Gold,Referral
92,Henry,Desai,desai.henry9385@yahoo.com,(263) 445-9387,5498 Hawthorne Ter,,Mesa,AZ,85269,USA,2024-04-21 07:45:09,TRUE,Green,Online
93,Levi,Iyer,leviiyer5760@outlook.com,(863) 435-5332,4148 Spruce St,,Kitchener,ON,N2X 4C5,Canada,2023-10-06 02:36:08,FALSE,Green,Referral
94,Emily,Hernandez,hernandez.emily8990@aol.com,(563) 300-4992,4947 Lilac Pl,Apt 87,Buffalo,NY,08124,USA,2020-07-04 14:34:48,TRUE,Green,Instagram
95,Isabella,Thomas,isabella_thomas7434@gmail.com,(278) 479-7495,2916 Birch Ln,,Richmond,VA,22317,USA,2021-03-12 21:08:04,TRUE,Gold,Instagram
96,Zoë,Dubois,zoëdubois@icloud.com,(361) 405-7779,151 Ash Ln,,Minneapolis,MN,55123,USA,2020-09-07 23:22:52,FALSE,Silver,In-Store
97,Mateo,Popov,mateo.popov3463@yahoo.com,(810) 275-8621,8275 Walnut Blvd,,Spokane,WA,98781,USA,2023-04-14 09:30:05,FALSE,Silver,In-Store
98,Andre,Santos,asantos7687@proton.me,(534) 966-5432,5183 Oak Ct,Apt 226,New Haven,CT,60649,USA,2023-03-01 06:12:42,TRUE,Emerald,Referral
99,Tae,Lindberg,taelindberg6254@gmail.com,(955) 750-9314,5144 Hawthorne Ter,,Wilmington,DE,19973,USA,2023-11-29 15:44:26,TRUE,Green,In-Store
100,Noah,Johnson,noahjohnson@aol.com,(726) 920-2493,2057 Vine Ave,,Winnipeg,MB,R8N 7R7,Canada,2024-05-23 14:56:18,TRUE,Green,Referral
101,Yusuf,Laurent,yusuf_laurent@proton.me,(388) 473-9251,3100 Palm Ave,,Columbus,OH,43829,USA,2022-10-25 22:42:14,FALSE,Green,Online
102,Lucas,Lindberg,llindberg@outlook.com,(706) 823-8929,6404 Oak Ln,,Miami,FL,34841,USA,2025-08-29 09:30:26,TRUE,Gold,In-Store
103,Charlotte,Pereira,pereira.charlotte7869@gmail.com,(951) 332-4338,9029 Rose Ln,Apt 271,Charlotte,NC,27869,USA,2024-05-22 07:18:43,FALSE,Gold,In-Store
104,Isabella,Perez,iperez@aol.com,(805) 647-8057,7138 Willow Ter,,Halifax,NS,B9S 3X5,Canada,2025-02-17 16:00:46,FALSE,Gold,Online
105,Nadia,Ricci,ricci.nadia@yahoo.com,(977) 908-6634,2500 Magnolia Ct,,Raleigh,NC,28621,USA,2022-04-28 09:27:32,FALSE,Green,Online
106,Kento,Lindberg,klindberg@proton.me,(380) 927-9016,3027 Cherry Dr,Apt 163,Regina,SK,S5H 9T9,Canada,2021-05-08 05:20:48,FALSE,Silver,Ad Campaign
107,Esme,Silva,esmesilva8153@gmail.com,(797) 359-3892,3888 Sycamore Rd,,Orlando,FL,34523,USA,2023-02-19 15:45:18,TRUE,Green,Referral
108,Amari,Smith,amarismith1940@icloud.com,(775) 465-7004,5700 Lilac Ave,,Saint Louis,MO,63150,USA,2023-01-12 09:26:49,FALSE,Silver,In-Store
109,Anita,Ishikawa,anita.ishikawa@aol.com,(704) 337-1684,8726 Elm Ct,,Birmingham,AL,36495,USA,2021-12-21 05:18:33,TRUE,Green,Instagram
110,Mateo,Kimura,kimura.mateo@aol.com,(277) 683-5957,185 Alder Blvd,Apt 242,Eugene,OR,97533,USA,2025-01-02 08:45:18,TRUE,Emerald,Online
111,Tae,Pereira,tpereira180@hotmail.com,(628) 913-3666,334 Ash Ave,,Tucson,AZ,86508,USA,2023-02-04 23:47:11,TRUE,Emerald,In-Store
112,Michael,Yamamoto,myamamoto@hotmail.com,(962) 291-9024,8520 Elm Ct,,Boston,MA,55217,USA,2024-08-24 08:41:48,FALSE,Emerald,Referral
113,Abigail,de la Cruz,abigail.de la cruz7698@gmail.com,(450) 882-7199,9454 Laurel Blvd,,Atlanta,GA,30690,USA,2023-10-23 18:45:28,FALSE,Gold,Online
114,Jackson,Miller,jacksonmiller@hotmail.com,(431) 210-8742,38 Vine Rd,,Providence,RI,29753,USA,2023-05-25 12:48:01,FALSE,Green,Referral
115,Esme,Ramirez,esmeramirez@proton.me,(486) 944-9802,2659 Sycamore Ct,,San Jose,CA,92006,USA,2024-10-10 17:13:02,TRUE,Gold,In-Store
116,Rohan,Martin,martin.rohan1428@aol.com,(773) 825-8304,2879 Birch St,,Houston,TX,73339,USA,2023-07-19 00:48:36,FALSE,Silver,Online
117,Mia,Harris,mia.harris@gmail.com,(416) 877-1200,6276 Maple Ter,,Houston,TX,73312,USA,2024-10-05 13:04:54,TRUE,Green,Online
118,Bo,Ito,bito@gmail.com,(359) 680-9250,8033 Alder Pl,Apt 251,Phoenix,AZ,85466,USA,2023-04-03 06:16:26,FALSE,Gold,Online
119,Mira,Thompson,mthompson7809@yahoo.com,(616) 273-4674,1420 Vine Ct,,Hartford,CT,61879,USA,2025-03-15 12:22:12,TRUE,Gold,In-Store
120,Neel,Lindberg,neel_lindberg8727@icloud.com,(689) 911-7792,4607 Fir Ave,,Buffalo,NY,95631,USA,2025-05-12 05:06:06,TRUE,Gold,Online
121,Sebastian,Brown,brown.sebastian5941@gmail.com,(203) 450-9963,204 Holly Rd,,Memphis,TN,37795,USA,2020-04-23 17:17:11,FALSE,Green,Online
122,Sofia,Moore,sofia_moore9835@hotmail.com,(692) 816-5573,6987 Holly Rd,,Philadelphia,PA,16424,USA,2020-05-08 06:11:18,TRUE,Green,Online
123,Zara,Jackson,zara_jackson6967@gmail.com,(670) 548-1322,2530 Myrtle Ln,,Newark,NJ,76272,USA,2020-11-05 02:49:12,TRUE,Gold,In-Store
124,Avery,Miller,avery_miller@hotmail.com,(459) 570-6549,9854 Lilac Way,,Tucson,AZ,85716,USA,2022-03-10 14:14:00,FALSE,Gold,In-Store
125,Lucas,Ito,ito.lucas8504@proton.me,(460) 768-2310,8201 Alder Ct,Apt 47,Salt Lake City,UT,84398,USA,2024-08-07 00:21:11,TRUE,Gold,Online
126,Emir,Dubois,dubois.emir@gmail.com,(984) 281-7332,9644 Maple Ave,Apt 289,Denver,CO,80485,USA,2025-08-23 09:27:13,FALSE,Gold,Instagram
127,Madison,White,madison_white8103@aol.com,(800) 393-5565,3859 Laurel Way,,Salem,OR,97230,USA,2020-08-16 16:24:59,TRUE,Silver,Online
128,Eun,Santos,eunsantos@outlook.com,(852) 761-7146,2923 Sycamore Ln,,Fort Collins,CO,80281,USA,2020-05-19 19:21:41,FALSE,Green,Online
129,Haruki,Martin,martin.haruki@yahoo.com,(338) 519-2945,735 Juniper Ter,Apt 141,Montgomery,AL,35310,USA,2023-10-03 17:47:56,FALSE,Silver,Online
130,Emma,Martin,emma.martin@proton.me,(737) 762-7067,3296 Vine Blvd,,Oklahoma City,OK,73142,USA,2022-02-15 09:29:35,TRUE,Emerald,Online
131,Lars,Novak,larsnovak@hotmail.com,(325) 310-4505,9081 Ash St,,Cleveland,OH,43102,USA,2021-02-19 11:32:14,FALSE,Green,Online
132,José,Fujita,jfujita@hotmail.com,(879) 873-8412,50 Laurel Ter,Apt 166,Oklahoma City,OK,73117,USA,2020-02-22 01:03:22,TRUE,Green,Online
133,Mateo,Wilson,wilson.mateo@proton.me,(687) 770-5064,7264 Myrtle Dr,,Minneapolis,MN,55112,USA,2025-05-30 23:12:59,TRUE,Green,Ad Campaign
134,Nadia,Smirnov,nadiasmirnov7206@yahoo.com,(754) 754-2667,4814 Pine Rd,Apt 179,Atlanta,GA,30227,USA,2022-03-07 20:51:16,FALSE,Green,In-Store
135,Isabella,Jackson,isabella_jackson@proton.me,(628) 859-5929,3248 Spruce Pl,,Memphis,TN,37977,USA,2021-09-14 03:48:33,FALSE,Green,Online
136,Omar,Suzuki,suzuki.omar8081@outlook.com,(851) 414-3380,4265 Birch Pl,,Buffalo,NY,69891,USA,2022-05-28 08:20:04,TRUE,Silver,Online
137,Isabella,Desai,idesai@proton.me,(461) 489-8423,6316 Palm Pl,,Seattle,WA,98933,USA,2020-10-04 12:25:49,FALSE,Silver,Online
138,Jin,Almeida,jalmeida@yahoo.com,(519) 752-5399,1886 Cedar Pl,,Salt Lake City,UT,84283,USA,2025-04-03 20:43:57,TRUE,Green,In-Store
139,Mira,de la Cruz,mde la cruz@proton.me,(839) 455-5235,7584 Vine Way,,Cincinnati,OH,43305,USA,2022-09-16 05:21:12,TRUE,Gold,In-Store
140,Mira,Kobayashi,mira_kobayashi@proton.me,(211) 967-1759,1524 Spruce Way,,Newark,NJ,78964,USA,2021-03-24 14:07:38,TRUE,Green,Online
141,Charlotte,Dubois,charlotte.dubois@icloud.com,(593) 495-8026,3508 Birch Ct,,Spokane,WA,98770,USA,2020-06-15 20:28:18,FALSE,Gold,Ad Campaign
142,Zoë,Taylor,zoë.taylor@icloud.com,(624) 584-3101,7976 Juniper Ave,Apt 192,Kansas City,MO,64414,USA,2023-07-10 17:57:35,FALSE,Gold,Online
143,Imran,Costa,imran_costa@yahoo.com,(219) 766-2041,8348 Hawthorne Way,,Milwaukee,WI,54019,USA,2025-09-11 15:21:02,TRUE,Silver,In-Store
144,Zara,Perez,zara.perez@yahoo.com,(201) 641-1793,5131 Spruce Way,,Atlanta,GA,39870,USA,2025-05-09 22:28:13,TRUE,Green,Online
145,Sofia,Sato,sato.sofia@proton.me,(756) 589-3162,5058 Ivy Rd,,Denver,CO,81528,USA,2025-09-08 18:31:07,FALSE,Green,Online
146,Jack,Lefevre,jacklefevre8857@icloud.com,(865) 573-4821,5136 Cherry Ter,Apt 39,Salem,OR,97946,USA,2022-01-11 17:56:13,TRUE,Green,In-Store
147,Anjali,Smith,anjali_smith@aol.com,(582) 864-1000,506 Walnut Pl,Apt 130,Philadelphia,PA,18645,USA,2022-03-04 16:44:12,FALSE,Green,In-Store
148,Logan,Watanabe,logan.watanabe@proton.me,(605) 404-1579,6633 Myrtle Ln,,Tucson,AZ,85095,USA,2024-02-16 02:51:46,FALSE,Silver,Online
149,Elizabeth,Okada,elizabeth_okada@proton.me,(282) 769-2783,4575 Hawthorne Rd,,New Orleans,LA,70081,USA,2025-07-26 15:49:07,TRUE,Gold,In-Store
150,José,Garcia,josé_garcia@outlook.com,(611) 603-8654,8775 Sycamore Dr,,Surrey,BC,V5V 7T3,Canada,2024-08-04 22:27:45,FALSE,Green,In-Store
151,Anita,Gupta,agupta@outlook.com,(425) 571-5284,358 Walnut Dr,,Spokane,WA,98220,USA,2022-01-22 17:40:30,TRUE,Gold,Online
152,Rohan,de la Cruz,rde la cruz@outlook.com,(281) 461-1159,9880 Alder Way,,Fort Wayne,IN,46681,USA,2021-11-26 20:27:44,FALSE,Green,Online
153,Ren,Ito,ito.ren8484@yahoo.com,(400) 295-3090,9539 Magnolia Ter,,Memphis,TN,37541,USA,2022-03-04 02:27:50,TRUE,Silver,Online
154,Minato,Garcia,minato.garcia@yahoo.com,(350) 728-4638,5479 Ash Ct,,Santa Fe,NM,87770,USA,2024-08-05 08:22:31,TRUE,Green,In-Store
155,José,Gonzalez,joségonzalez@yahoo.com,(399) 668-4473,6370 Spruce Blvd,Apt 201,Seattle,WA,98901,USA,2020-03-03 05:39:57,TRUE,Green,Online
156,Chloé,Abe,cabe@gmail.com,(653) 201-6664,4686 Walnut Ave,,Los Angeles,CA,92341,USA,2021-08-11 19:09:46,FALSE,Green,In-Store
157,Tae,Andersson,tae.andersson@outlook.com,(684) 299-9437,6676 Hawthorne Ave,,Hartford,CT,62823,USA,2024-11-02 14:12:25,FALSE,Gold,Online
158,José,Rodriguez,rodriguez.josé@icloud.com,(278) 788-9871,1142 Holly Ter,,Tampa,FL,32480,USA,2025-02-26 15:09:25,FALSE,Silver,Online
