customer_id,first_name,last_name,email,phone,address1,address2,city,state_province,postal_code,country,signup_ts,marketing_opt_in,loyalty_tier,source_channel
20,Carter,Patel,carter_patel@hotmail.com,(455) 782-7994,8579 Vine Ter,Apt 140,Tampa,ME,11082,USA,2023-03-06 10:13:20,FALSE,Gold,Online
21,Autumn,Graham,autumn_graham@hotmail.com,(981) 806-6574,4247 Holly Ave,Apt 268,Phoenix,WA,14932,USA,2022-05-19 08:18:47,FALSE,Silver,In-Store
22,Jameson,Rahman,rahman.jameson@aol.com,(668) 216-7694,7114 Fir Ct,,Madison,MA,43844,USA,2020-04-01 13:37:03,TRUE,Green,Online
23,Ezekiel,Conti,econti@proton.me,(306) 544-7425,441 Rose Dr,,Houston,WI,68724,USA,2023-08-27 00:41:21,TRUE,Silver,Online
24,Lydia,Moore,lmoore@proton.me,(386) 409-5654,1581 Alder Ct,,Houston,RI,99534,USA,2024-11-16 18:33:20,TRUE,Emerald,Instagram
25,Sophia,Herrera,sophiaherrera@proton.me,(435) 696-6622,282 Hawthorne Ln,,Boston,WI,85577,USA,2022-12-18 05:50:35,TRUE,Silver,In-Store
26,Diego,Thomas,thomas.diego@yahoo.com,(258) 898-4943,5435 Vine Ct,,Portland,NM,53311,USA,2024-03-21 09:32:50,TRUE,Green,In-Store
27,Mabel,Richardson,mrichardson1386@gmail.com,(888) 594-4209,4720 Palm Dr,,Boston,CT,16785,USA,2020-11-21 04:28:35,TRUE,Silver,Online
28,Sophie,Parker,parker.sophie@gmail.com,(926) 701-8531,3424 Maple Rd,,Las Vegas,AL,29323,USA,2022-06-04 12:20:26,TRUE,Gold,In-Store
29,Sawyer,Khan,sawyerkhan8802@gmail.com,(721) 812-7185,4991 Ivy Rd,,Fort Collins,WY,62817,USA,2021-09-08 06:14:23,TRUE,Green,Online
30,Liam,Lam,lam.liam@hotmail.com,(673) 672-8012,793 Holly Dr,Apt 229,Orlando,MN,56835,USA,2022-09-30 12:28:34,TRUE,Green,In-Store
31,Levi,Rahman,rahman.levi@aol.com,(342) 801-6802,9929 Juniper Ct,,Kitchener,QC,L4K 4X5,Canada,2022-11-05 00:48:50,TRUE,Green,Online
32,Jordan,Morris,morris.jordan@outlook.com,(679) 563-2319,419 Cherry Blvd,,Philadelphia,MD,65214,USA,2020-12-27 02:20:48,TRUE,Green,In-Store
33,Mira,Walker,mwalker@yahoo.com,(957) 234-7701,9649 Oak St,,Portland,RI,46406,USA,2022-09-18 23:18:46,TRUE,Green,Ad Campaign
34,Meera,Robinson,meera.robinson@gmail.com,(334) 621-8042,6934 Spruce Dr,,Fresno,NE,98713,USA,2022-12-01 14:01:54,FALSE,Silver,Online
35,Faith,Diaz,faith.diaz1668@proton.me,(714) 781-7538,5050 Palm Ln,Apt 40,Salem,VT,88361,USA,2023-07-27 16:13:47,FALSE,Gold,Online
36,Ren,Castillo,ren.castillo7563@proton.me,(859) 982-7690,5121 Myrtle Rd,,New York,AZ,76941,USA,2024-08-12 12:42:41,FALSE,Gold,In-Store
37,Ingrid,Edwards,ingrid_edwards2689@proton.me,(815) 800-7142,269 Myrtle Ln,,Detroit,FL,54969,USA,2022-08-11 22:14:00,FALSE,Silver,Online
38,Michael,Clark,michaelclark898@outlook.com,(839) 747-7919,4692 Maple Ln,,Tampa,OH,41715,USA,2020-10-02 06:56:05,TRUE,Green,Online
39,Autumn,Kelly,akelly@aol.com,(951) 958-9197,4001 Ash Pl,,Salem,WY,69478,USA,2023-05-23 04:00:12,TRUE,Green,Online
40,Emily,Shaw,emily.shaw@outlook.com,(709) 690-5955,2737 Myrtle Dr,,Kitchener,MB,P1Y 6S4,Canada,2020-11-08 16:43:12,TRUE,Green,Online
41,Sarah,Lombardi,sarahlombardi@hotmail.com,(837) 739-9814,6865 Rose Ln,,Salem,MS,37530,USA,2023-09-04 10:56:39,FALSE,Green,In-Store
42,Jeremiah,Adams,jeremiahadams3368@aol.com,(586) 671-6655,1254 Birch Pl,Apt 170,Detroit,NJ,24496,USA,2021-02-01 18:14:19,TRUE,Emerald,Online
43,David,Cox,davidcox@aol.com,(361) 305-7061,682 Myrtle St,Apt 273,Richmond,ON,R3L 2H4,Canada,2020-08-01 18:47:59,TRUE,Green,Online
44,Joseph,Laurent,jlaurent@aol.com,(402) 455-2373,3175 Walnut Ave,Apt 152,Oklahoma City,FL,21550,USA,2020-08-09 02:20:14,TRUE,Green,Online
45,Isaiah,Collins,icollins@outlook.com,(959) 617-6907,7234 Magnolia Ave,,Eugene,ID,90824,USA,2023-08-02 14:26:47,FALSE,Green,In-Store
46,Raelynn,Wells,raelynn_wells2502@gmail.com,(301) 344-7661,4983 Cedar Pl,,Fresno,VT,87465,USA,2024-09-03 09:43:05,FALSE,Gold,In-Store
47,Meera,Green,meeragreen@yahoo.com,(218) 260-9625,1724 Lilac Way,Apt 195,Kansas City,NH,22226,USA,2021-05-20 12:34:09,TRUE,Silver,Online
48,Priya,Carter,priya.carter@proton.me,(783) 997-7249,8189 Spruce Way,,Richmond,GA,91039,USA,2023-01-14 15:36:51,FALSE,Green,Online
49,Xavier,Robinson,xavierrobinson764@proton.me,(843) 666-1805,3784 Elm Ln,,New Orleans,NM,82255,USA,2025-03-12 08:35:21,FALSE,Silver,Online
50,Kento,Patel,kento_patel@aol.com,(391) 934-1732,7597 Cedar Blvd,,Salem,IA,53866,USA,2020-04-04 22:59:09,FALSE,Gold,Online
51,Anaya,Huynh,huynh.anaya6540@proton.me,(214) 628-6875,729 Walnut Pl,,Richmond,KS,44360,USA,2023-10-29 01:45:37,TRUE,Gold,In-Store
52,Piper,Romero,romero.piper@icloud.com,(642) 337-4613,9585 Laurel Ln,,St. John's,ON,J0E 6N5,Canada,2024-12-18 23:56:24,TRUE,Silver,Instagram
53,Bo,Laurent,bo.laurent@aol.com,(332) 341-1377,3903 Pine Dr,,Seattle,SC,94823,USA,2022-03-03 17:24:00,FALSE,Silver,In-Store
54,Noah,Gomez,ngomez@icloud.com,(413) 537-2986,7337 Pine Ter,,Denver,PA,12185,USA,2023-08-14 23:15:35,TRUE,Silver,Online
55,Isabella,Campbell,isabella.campbell@hotmail.com,(652) 331-4921,2009 Cherry Ct,Apt 25,Detroit,ND,50321,USA,2025-04-26 06:40:03,FALSE,Green,Online
56,Willow,Washington,washington.willow@outlook.com,(614) 841-9662,6462 Juniper St,Apt 131,Philadelphia,PA,77773,USA,2024-04-05 22:42:09,TRUE,Green,In-Store
57,Mateu,Woods,mateu_woods@hotmail.com,(452) 582-4435,8772 Ivy Blvd,Apt 82,Montreal,SK,Y0E 8J2,Canada,2023-05-05 21:53:27,TRUE,Green,Online
58,Lars,Laurent,lars.laurent3288@gmail.com,(789) 533-8781,6550 Cherry Ln,Apt 113,Tampa,MN,46795,USA,2025-05-10 10:57:22,FALSE,Silver,In-Store
59,Kingston,Alexander,kalexander@hotmail.com,(484) 289-2054,8250 Lilac Ter,,Salt Lake City,WI,69946,USA,2021-10-02 13:28:20,FALSE,Gold,In-Store
60,Karim,Graham,graham.karim1829@icloud.com,(565) 525-2178,8087 Fir Rd,,San Antonio,NH,63249,USA,2024-07-09 14:33:38,TRUE,Gold,Online
61,Rafael,James,rafael.james@outlook.com,(313) 605-4140,9278 Ash Ln,,Hartford,KS,17998,USA,2025-05-01 20:40:09,TRUE,Green,Online
62,Arianna,Baker,arianna_baker@aol.com,(692) 590-7720,8881 Vine Dr,,St Paul,VT,31940,USA,2022-11-06 13:41:44,TRUE,Green,In-Store
63,Caleb,Carter,carter.caleb@outlook.com,(206) 273-6466,560 Cherry St,,Phoenix,MO,82554,USA,2024-06-22 12:47:31,TRUE,Green,Online
64,Mila,Freeman,freeman.mila@yahoo.com,(648) 696-5379,268 Spruce Dr,,Buffalo,CA,90616,USA,2025-07-23 04:03:40,TRUE,Green,Instagram
65,Ian,Bennett,ianbennett@outlook.com,(928) 743-6718,4907 Sycamore Ter,,Fort Collins,MI,30074,USA,2020-06-23 05:05:56,FALSE,Green,Online
66,Ximena,Aguilar,ximena_aguilar@hotmail.com,(387) 626-5256,3573 Magnolia Dr,Apt 255,London,QC,N8G 1H6,Canada,2025-09-28 08:18:47,TRUE,Green,In-Store
67,Nolan,Watanabe,watanabe.nolan@gmail.com,(303) 821-9271,7882 Poplar Ave,,Santa Fe,MI,84647,USA,2021-09-19 18:43:44,TRUE,Green,Online
68,Caroline,Shaw,cshaw@hotmail.com,(383) 732-5006,5565 Ash Ave,,San Antonio,NH,80975,USA,2023-01-19 14:28:27,TRUE,Gold,In-Store
69,Ayden,Gibson,gibson.ayden@proton.me,(926) 415-6012,317 Spruce Ln,,Madison,WY,95018,USA,2025-07-10 03:21:55,TRUE,Silver,Referral
70,Victoria,Parker,victoria_parker@gmail.com,(506) 315-6665,9549 Cherry Ter,Apt 28,Jacksonville,FL,41587,USA,2020-07-27 21:03:07,TRUE,Green,Online
71,Austin,Kato,kato.austin5774@outlook.com,(274) 875-5299,3757 Rose Rd,,Houston,MT,96928,USA,2025-04-02 16:21:25,TRUE,Green,Online
72,Aaron,Romero,aaron.romero@proton.me,(750) 575-7109,8002 Walnut Ave,,Winnipeg,QC,T3N 2K2,Canada,2023-11-10 15:47:38,TRUE,Silver,Instagram
73,Lorenzo,Garcia-Lopez,lorenzogarcia-lopez4948@hotmail.com,(856) 320-4168,6707 Alder St,,Reno,WY,92322,USA,2020-01-08 09:01:29,TRUE,Green,In-Store
74,River,Hill,hill.river@outlook.com,(549) 242-9490,1583 Cherry Ct,,Kitchener,MB,M1Y 5N9,Canada,2024-07-06 01:07:29,TRUE,Silver,Online
75,Jordan,Silva,silva.jordan@proton.me,(649) 967-1577,7548 Spruce Ter,,St Paul,CA,23744,USA,2023-01-09 18:02:31,TRUE,Silver,Online
76,Omar,Stewart,omar_stewart@hotmail.com,(968) 573-4872,5151 Ivy Ave,,Tulsa,TX,24397,USA,2022-10-20 11:12:50,TRUE,Emerald,Online
77,Isaac,Cox,isaaccox1399@yahoo.com,(666) 331-3176,5843 Lilac Pl,,Portland,DE,17575,USA,2022-08-02 11:52:06,FALSE,Silver,Online
78,Mina,Garcia-Lopez,minagarcia-lopez9303@hotmail.com,(433) 642-7638,9899 Holly Rd,,Milwaukee,MO,90541,USA,2024-12-13 02:44:17,TRUE,Green,In-Store
79,Aaron,Garcia-Lopez,aaron.garcia-lopez@aol.com,(648) 573-3512,190 Ivy St,Apt 117,Norfolk,AL,92429,USA,2023-11-04 05:42:26,TRUE,Silver,In-Store
80,Matthew,Roberts,matthewroberts@gmail.com,(278) 470-3726,1129 Elm Pl,Apt 268,Ottawa,NB,E1G 2J2,Canada,2021-03-19 18:31:50,FALSE,Silver,Ad Campaign
81,Farah,Patterson,farahpatterson@aol.com,(480) 586-7099,5025 Alder Ln,,Houston,ME,92459,USA,2023-07-22 08:18:59,TRUE,Silver,In-Store
82,Sarah,Mendoza,sarahmendoza@proton.me,(219) 903-6539,5623 Pine Dr,,Raleigh,NE,77005,USA,2021-02-14 22:37:13,TRUE,Emerald,Online
83,Luke,Herrera,lherrera@yahoo.com,(338) 369-1457,1643 Magnolia Rd,Apt 42,Houston,GA,97917,USA,2022-03-23 07:20:17,FALSE,Gold,Online
84,Esme,Costa,esme.costa@gmail.com,(605) 498-8679,8885 Ash Way,,Vancouver,PA,73135,USA,2024-09-23 21:42:30,TRUE,Emerald,Online
85,Easton,Fujita,eastonfujita@hotmail.com,(695) 905-2076,2375 Myrtle Ter,,Tampa,SC,95748,USA,2021-08-26 01:18:34,TRUE,Silver,In-Store
86,Caroline,Hill,hill.caroline7036@hotmail.com,(366) 596-5872,1697 Laurel Way,Apt 114,Portland,ND,97986,USA,2023-05-07 03:37:39,TRUE,Green,In-Store
87,Hazel,Almeida,hazelalmeida5510@aol.com,(779) 936-8971,3789 Sycamore St,,Houston,RI,14350,USA,2021-04-13 22:38:28,FALSE,Green,Online
88,Noah,Washington,noahwashington5442@yahoo.com,(601) 675-1176,9162 Palm Ave,,Salt Lake City,TX,85966,USA,2020-10-01 19:15:40,FALSE,Silver,In-Store
89,Julian,Cooper,julian_cooper@aol.com,(953) 974-1410,2825 Alder St,,Boise,NC,84892,USA,2023-02-05 16:00:09,FALSE,Gold,Online
90,Hana,Moore,hmoore@gravesgreenery.com,(899) 836-2354,6040 Magnolia Dr,,Hartford,MO,35182,USA,2023-08-29 02:30:19,TRUE,Green,In-Store
91,Natalie,Huynh,natalie_huynh8409@proton.me,(355) 756-5006,5665 Cedar St,Apt 42,Orlando,ID,21590,USA,2025-05-29 18:37:00,FALSE,Green,In-Store
92,Everett,Morris,morris.everett@icloud.com,(397) 233-6659,1647 Juniper Ct,,Jacksonville,MI,13516,USA,2023-05-27 02:08:16,FALSE,Silver,Online
93,Sora,Brooks,sora.brooks@hotmail.com,(445) 658-7310,6435 Cherry Pl,Apt 285,Boulder,AR,37372,USA,2024-07-11 14:29:55,FALSE,Gold,Online
94,Jaxson,Lindberg,lindberg.jaxson@gmail.com,(885) 438-2311,5091 Poplar Ter,,Charlotte,OH,93233,USA,2022-07-21 07:11:16,TRUE,Green,In-Store
95,Victoria,Butler,victoria_butler@icloud.com,(201) 509-9893,5471 Rose Ct,Apt 136,Philadelphia,LA,25245,USA,2023-05-28 22:55:28,FALSE,Green,Online
96,Faith,Shaw,fshaw@hotmail.com,(666) 808-6896,5653 Alder St,Apt 149,San Jose,MD,16745,USA,2021-04-25 03:06:03,TRUE,Emerald,Online
97,Hassan,Thompson,thompson.hassan6348@proton.me,(673) 353-9384,7375 Spruce Rd,,Chicago,SC,54750,USA,2022-05-10 09:32:21,TRUE,Emerald,Online
98,Mina,Iyer,iyer.mina@icloud.com,(558) 959-7829,180 Sycamore Pl,,St Louis,GA,79261,USA,2022-01-15 20:45:55,TRUE,Green,Online
99,Kento,Yamamoto,kentoyamamoto@aol.com,(668) 649-7137,8986 Juniper St,,Philadelphia,VA,67764,USA,2024-07-22 04:24:14,TRUE,Silver,In-Store
100,Autumn,Gomez,autumn.gomez@proton.me,(327) 333-7872,7285 Pine Ave,,Raleigh,MT,56870,USA,2021-11-18 09:12:10,TRUE,Silver,In-Store
101,Landon,Vasquez,landon.vasquez@hotmail.com,(589) 223-7572,2354 Ash Ter,,Dallas,WY,46690,USA,2022-11-25 22:14:43,FALSE,Green,Online
102,Eli,Wells,eliwells@aol.com,(513) 292-3237,5597 Holly Pl,Apt 166,Birmingham,NM,88484,USA,2020-07-17 01:50:24,FALSE,Green,In-Store
103,Savannah,Matsumoto,smatsumoto5736@outlook.com,(320) 792-9524,5520 Walnut Pl,,Nashville,MT,23976,USA,2021-08-09 16:51:00,TRUE,Emerald,Online
104,Bryson,Howard,bryson_howard@yahoo.com,(896) 384-1688,2172 Spruce Ln,Apt 246,Quebec City,NB,Y8T 8R0,Canada,2021-05-16 07:56:04,FALSE,Green,Instagram
105,Hassan,Ricci,ricci.hassan8510@hotmail.com,(335) 752-8732,5351 Magnolia Way,Apt 107,Boulder,RI,96747,USA,2022-04-11 22:04:16,FALSE,Gold,In-Store
106,Ryder,Sato,rydersato2995@icloud.com,(518) 507-2881,2855 Palm Ave,,St Paul,RI,61419,USA,2025-09-05 00:30:00,TRUE,Green,Online
107,Zoey,Wilson,wilson.zoey@outlook.com,(364) 948-1059,5125 Poplar Ave,,Camas,TX,99273,USA,2023-01-17 02:25:17,TRUE,Silver,In-Store
108,Liliana,Nilsson,lnilsson9358@hotmail.com,(866) 957-1293,920 Cherry Way,,Philadelphia,WV,51882,USA,2022-11-01 08:10:52,TRUE,Gold,Online
109,Landon,Carter,landoncarter@yahoo.com,(582) 719-9084,5607 Walnut Pl,Apt 97,Phoenix,WA,85086,USA,2024-06-17 17:45:41,TRUE,Green,Online
110,David,Wright,david.wright@hotmail.com,(475) 959-9708,7307 Sycamore Blvd,,Buffalo,DE,19892,USA,2020-01-29 03:23:02,FALSE,Silver,Online
111,Harper,Lombardi,harperlombardi@icloud.com,(359) 762-6780,7929 Ivy Blvd,,Victoria,QC,C9G 0E8,Canada,2025-01-17 00:53:17,TRUE,Gold,In-Store
112,Reagan,Gibson,reagangibson@proton.me,(531) 327-2266,8292 Birch Ter,Apt 176,Salt Lake City,ME,58752,USA,2024-12-22 02:18:38,TRUE,Green,In-Store
113,Gabriel,Gray,gabrielgray1307@icloud.com,(679) 443-7750,7538 Walnut Ave,Apt 159,Fresno,MO,83569,USA,2022-08-31 22:04:11,TRUE,Silver,Ad Campaign
114,Madison,Shaw,mshaw5614@aol.com,(692) 375-5225,7707 Myrtle Ct,,Minneapolis,NC,70435,USA,2023-05-31 19:57:29,TRUE,Green,Ad Campaign
115,Declan,Almeida,declan_almeida3710@outlook.com,(864) 244-3567,7817 Cedar Ln,Apt 158,Dallas,NJ,98650,USA,2020-03-17 20:18:08,TRUE,Silver,Online
116,Rylee,Kim,kim.rylee@outlook.com,(630) 915-6805,510 Myrtle St,,Vancouver,VT,18626,USA,2021-11-18 12:24:44,FALSE,Silver,Online
117,Jaxson,Baker,jbaker@proton.me,(255) 809-2384,9740 Elm St,,Richmond,VT,40268,USA,2020-08-28 03:43:21,TRUE,Green,Referral
118,Claire,Fisher,claire.fisher@yahoo.com,(537) 631-1208,7548 Birch Blvd,,Tacoma,WY,74401,USA,2022-07-01 06:21:39,TRUE,Silver,Online
119,Jaxon,Correia,correia.jaxon@aol.com,(832) 627-7806,2597 Palm Pl,,Providence,IL,52341,USA,2020-12-03 11:15:55,TRUE,Gold,Online
120,Jackson,Alexander,jacksonalexander@gmail.com,(533) 210-1699,2689 Myrtle Rd,,Birmingham,MT,62780,USA,2020-06-04 22:40:03,TRUE,Gold,Online
121,Beau,Popov,bpopov4073@gmail.com,(526) 466-1860,5117 Walnut Blvd,,Jacksonville,MT,52583,USA,2024-06-28 19:31:38,TRUE,Silver,Online
122,Jade,Novak,jnovak3474@proton.me,(437) 900-7557,5968 Vine Rd,Apt 116,Madison,NE,50078,USA,2022-01-20 22:22:11,TRUE,Silver,Online
123,Rose,Mori,rosemori3769@hotmail.com,(693) 438-5542,4075 Vine Pl,,Dallas,MT,12581,USA,2023-06-24 03:54:11,TRUE,Gold,Referral
124,Nathan,Thompson,nthompson@hotmail.com,(257) 447-4770,9349 Magnolia Ln,,Hartford,WV,30615,USA,2020-07-16 04:15:52,TRUE,Green,Online
125,Ella,Patel,ellapatel@aol.com,(474) 849-1857,6000 Spruce Ln,,Jacksonville,ID,87038,USA,2023-05-10 10:25:19,TRUE,Silver,Online
126,Freya,Sanchez,fsanchez@outlook.com,(730) 277-2493,1445 Elm Ln,,Norfolk,CA,73742,USA,2022-07-03 23:44:19,FALSE,Green,In-Store
127,Camila,Tran,camilatran8437@proton.me,(709) 324-7427,7717 Cedar Ln,,Pittsburgh,AR,56916,USA,2021-06-22 08:26:15,TRUE,Gold,Online
128,Kingston,Morris,kingston.morris@gmail.com,(524) 334-1151,1229 Ivy Pl,,Tulsa,NC,41122,USA,2023-07-04 01:18:09,TRUE,Silver,In-Store
129,Phoebe,Wilson,wilson.phoebe8277@gmail.com,(395) 902-4535,5883 Ivy Way,,Charlotte,NV,50117,USA,2020-06-04 03:02:05,FALSE,Gold,Online
130,Adrian,Sato,adriansato6402@proton.me,(713) 770-2608,830 Myrtle Dr,,Jacksonville,PA,78740,USA,2021-04-14 12:15:35,TRUE,Green,Online
131,Priya,Navarro,navarro.priya6558@aol.com,(559) 842-1576,5782 Pine Pl,Apt 181,Boston,VT,15996,USA,2021-10-18 12:30:11,TRUE,Green,Referral
132,Harrison,Thompson,hthompson@gmail.com,(359) 847-4164,2575 Maple Pl,,St Paul,IA,68645,USA,2025-03-24 16:14:46,FALSE,Gold,Referral
133,Olivia,Gibson,ogibson4654@icloud.com,(844) 783-7082,6569 Sycamore Ct,Apt 267,New Orleans,VT,86544,USA,2022-04-17 13:29:57,TRUE,Green,Online
134,Victoria,Henderson,victoria.henderson4987@outlook.com,(271) 774-6531,7133 Alder Pl,,Boston,VA,58834,USA,2024-10-31 01:22:42,FALSE,Green,Online
135,Mateo,Silva,mateosilva7696@proton.me,(558) 741-6670,4088 Rose Ave,,Saint John,NS,J9G 0B2,Canada,2025-05-07 15:50:15,TRUE,Green,Online
136,Leila,Stewart,leilastewart1696@yahoo.com,(581) 489-9970,7891 Cedar Ter,,Providence,SC,24120,USA,2022-12-11 21:03:08,FALSE,Emerald,Online
137,Aria,Jackson,jackson.aria@hotmail.com,(882) 777-4420,957 Poplar Rd,,Portland,PA,14781,USA,2022-08-28 16:32:30,TRUE,Green,Online
138,Waylon,Ward,wward5034@icloud.com,(231) 794-2302,4631 Willow Pl,,St Paul,ID,13604,USA,2022-07-14 00:31:44,FALSE,Green,Online
139,Alexandra,Aguilar,alexandra_aguilar@hotmail.com,(835) 708-4189,6772 Poplar Rd,,Cleveland,TX,77106,USA,2021-10-04 04:21:09,TRUE,Green,Online
140,Penelope,Williams,penelope.williams1292@proton.me,(592) 961-8669,2097 Willow St,,Miami,CA,58795,USA,2024-02-20 16:36:47,TRUE,Green,Instagram
141,Margaret,Henderson,margaret.henderson@yahoo.com,(613) 641-1711,2729 Rose Pl,Apt 7,Nashville,NV,64108,USA,2021-06-04 15:33:35,TRUE,Green,In-Store
142,Antonio,Lam,alam2545@gmail.com,(601) 826-6291,9133 Alder Dr,,Atlanta,NM,72080,USA,2021-08-15 05:51:16,FALSE,Green,In-Store
143,Axel,Powell,axel.powell@aol.com,(279) 507-7012,3145 Myrtle Ave,,Charlotte,MT,70558,USA,2021-03-26 17:02:44,TRUE,Silver,In-Store
144,Piper,Santos,psantos@aol.com,(619) 206-7278,4328 Vine Ave,,Austin,IN,85202,USA,2021-01-13 16:36:53,FALSE,Gold,In-Store
145,Claire,Woods,claire_woods@yahoo.com,(347) 511-8965,2061 Myrtle Ln,Apt 194,St Paul,OH,88544,USA,2023-03-31 02:02:14,TRUE,Green,Online
146,Ruby,Murray,ruby.murray@icloud.com,(288) 914-4792,1708 Cedar Pl,,Orlando,WA,54801,USA,2020-01-10 09:19:28,TRUE,Green,Online
147,Diego,Romero,diegoromero5795@aol.com,(670) 739-4484,792 Vine Way,,Miami,IN,75972,USA,2024-05-15 08:20:30,TRUE,Gold,Online
148,Grace,Nowak,nowak.grace9513@icloud.com,(228) 427-4519,7749 Sycamore Rd,,Charlotte,KY,45091,USA,2025-01-16 00:38:14,TRUE,Green,Online
149,Anna,Silva,silva.anna@gmail.com,(595) 217-4672,4743 Pine Blvd,Apt 208,Orlando,NV,10564,USA,2020-07-05 11:31:59,FALSE,Green,In-Store
150,Levi,Ito,levi.ito@outlook.com,(297) 369-6277,448 Magnolia Ter,,Nashville,IA,63346,USA,2020-03-28 01:17:28,TRUE,Silver,Online
151,Amelia,Nelson,amelianelson@gmail.com,(272) 678-1198,9208 Alder Ter,Apt 140,Las Vegas,WY,77733,USA,2020-04-13 01:58:57,TRUE,Silver,In-Store
152,Eleanor,Gonzales,eleanor.gonzales@gmail.com,(407) 237-8276,3645 Hawthorne Ct,,Orlando,VT,35856,USA,2024-12-16 03:36:45,FALSE,Gold,Ad Campaign
153,Logan,Pham,loganpham8504@outlook.com,(543) 806-7928,397 Birch Ave,,Miami,AZ,56749,USA,2024-07-25 22:59:21,TRUE,Green,In-Store
154,Aubree,Khan,khan.aubree@yahoo.com,(833) 911-3950,444 Ash Dr,,Vancouver,ID,50778,USA,2024-04-29 22:07:47,FALSE,Silver,Online
155,Julia,Gutierrez,juliagutierrez@aol.com,(719) 707-3494,7455 Ash Ter,Apt 219,Kansas City,TX,45788,USA,2023-11-30 16:24:54,TRUE,Silver,In-Store
156,Sanjay,Campbell,sanjaycampbell@aol.com,(919) 280-4955,7860 Ivy Way,,St Paul,AZ,44180,USA,2025-05-26 19:24:28,FALSE,Green,Online
157,Claire,Murray,claire.murray@aol.com,(935) 324-7366,1669 Juniper Dr,Apt 237,Fort Collins,NM,25524,USA,2022-02-08 11:48:16,TRUE,Green,In-Store
158,Sophie,Huynh,sophiehuynh@yahoo.com,(862) 535-6908,9774 Holly St,,Miami,IN,92364,USA,2022-10-23 21:08:30,FALSE,Emerald,In-Store
159,Weston,Williams,weston.williams@proton.me,(255) 207-1784,6523 Myrtle Ter,Apt 186,Winnipeg,SK,B5A 9H6,Canada,2020-08-14 02:52:20,TRUE,Green,In-Store
